"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Couleur vacance","Couleur de la vacance","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. Le résultat est cumulé depuis le début de l'année.","False","4770"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Couleur salariés","Couleur des entrées de salariés","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. Le résultat est cumulé depuis le début de l'année.","False","4753"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Narratif HTML","Narratif HTML","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","4804"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Détail impayé","Sous-titre HTML détail impayé","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","4995"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Détail vacance","Sous-titre HTML détail vacance","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","4969"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Flux d'occupation","Sous-titre HTML flux d'occupation","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","5021"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Patrimoine","Sous-titre HTML patrimoine","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","4943"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Quittancement et impayé","Sous-titre HTML quittancement et impayé","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","5047"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Vacance financière logements","Sous-titre HTML vacance financière logements","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","5073"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","SousTitre HTML Vacance physique logements","Sous-titre HTML vacance physique logements","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","5099"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Titre Gestion Locative HTML","Titre HTML gestion locative","Restitution","Sert à afficher un texte, une couleur ou un contenu de restitution dans le rapport. La comparaison se fait avec la même période de l'année précédente.","False","4894"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","PPM1","Passages en perte du mois précédent","Temps","Sert à comparer ou cumuler un indicateur dans le temps. La comparaison se fait avec le mois précédent.","False","297"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Armos Quittancement Théorique","Armos Quittancement Théorique","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","1772"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Loyers Quittançables HC","Loyers Quittançables HC","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","3175"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Loyers Quittançables TCC","Loyers Quittançables TCC","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","1750"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","MontantTotal3*vacance_SUMX","Montant total des vacances élevées","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","1778"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Comm YTD","Taux de vacance commerciale cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","647"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Tx de vacance fi YTD comm recalcul","Taux de vacance financière cumul annuel commerciale recalcul","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","1554"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Tx de vacance fi YTD Strat recalcul","Taux de vacance financière cumul annuel stratégique recalcul","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","1560"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Tx de vacance fi YTD Tech recalcul","Taux de vacance financière cumul annuel technique recalcul","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","1566"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Fi YTD","Taux de vacance financière cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","500"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Logements YTD","Taux de vacance financière logements cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","4204"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Logements YTD M-1","Taux de vacance financière logements cumulé annuel du mois précédent","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. La comparaison se fait avec le mois précédent.","False","4729"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Logements M-1","Taux de vacance financière logements du mois précédent","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. La comparaison se fait avec le mois précédent.","False","4735"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Logements M","Taux de vacance financière logements mensuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","4217"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Fi mensuelle","Taux de vacance financière mensuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","600"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","vacance fi YTD recalcul","Taux de vacance financière recalculé cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","1542"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Strat Fi YTD","Taux de vacance financière stratégique cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","609"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Tech Fi YTD","Taux de vacance financière technique cumulé annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","630"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerciale Logements YTD","Taux Vacance Financière Commerciale Logements cumul annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","4284"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Stratégique Logements YTD","Taux Vacance Financière Stratégique Logements cumul annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","4290"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vacance globale commerces et logements YTD","Taux Vacance globale commerces et logements cumul annuel","Vacance\Financière","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance. Le résultat est cumulé depuis le début de l'année.","False","4463"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance < 3M","Vacance < 3M","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","1793"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière - Commerces & Bureaux","Vacance financière - Commerces et Bureaux","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","4623"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerces YTD","Vacance Financière Commerces cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4296"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerces YTD LY","Vacance Financière Commerces cumul annuel année précédente","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4302"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerce et Logement TCC YTD","Vacance financière commerces et logements cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4443"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerce et Logement TCC M","Vacance financière commerces et logements mensuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","4436"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerces M","Vacance financière commerces mensuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","4254"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière commerciale LGT","Vacance financière commerciale logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","4223"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière commerciale LGT YTD","Vacance financière commerciale logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4229"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","vacance financière YTD","Vacance financière cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","494"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière YTD - Commerces & Bureaux","Vacance financière cumul annuel - Commerces et Bureaux","Vacance\Financière","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","4635"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière YTD N-1","Vacance Financière cumul annuel année précédente","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","1358"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","VacanceFinanciereYTDRecalculeHC","Vacance financière hors charges recalculée cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","3388"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements YTD","Vacance financière logements cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4181"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements YTD LY","Vacance financière logements cumulée annuelle précédente","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4187"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière MEL LGT","Vacance financière logements en mise en location","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","4424"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière MEL LGT YTD","Vacance financière logements en mise en location cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4430"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements M","Vacance financière logements mensuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","4173"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","VacanceFinanciereYTDRecalcule","Vacance financière recalculée cumulée annuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance. Le résultat est cumulé depuis le début de l'année.","False","1635"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Stratégique LGT","Vacance Financière Stratégique logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","4235"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Stratégique LGT YTD","Vacance Financière Stratégique logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4241"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière technique LGT","Vacance financière technique logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","4378"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière technique LGT YTD","Vacance financière technique logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","4384"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale","Nombre de logements en vacance commerciale","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1088"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Logements Vacants Stratégique","Nombre de logements en vacance stratégique","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","3288"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# Logements Vacants Commercial","Nombre de logements vacants en commercial","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","3272"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# UG Vacance Ordinaire","Nombre d'UG en vacance ordinaire","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","533"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# UG Vacants Technique","Nombre d'UG en vacance technique","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","3280"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Nb UG Vac Plus 3 Mois","Nombre d'UG vacantes depuis plus de trois mois","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1882"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance globale","Nombre total de logements vacants","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1094"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Part vacance stratégique","Part vacance stratégique","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","3413"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Part vacance stratégique dans la vacance globale","Part vacance stratégique dans la vacance globale","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","1289"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vac com commerces","Taux de vacance commerciale des commerces","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","3365"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vac","Taux Vac","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","2320"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","% Vac com","Taux Vac commerces","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","1277"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale - Commerces & Bureaux","Vacance commerciale - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","4600"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale YTD - Commerces & Bureaux","Vacance commerciale cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","4614"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceComm_ug","Vacance commerciale totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1661"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceDemol_ug","Vacance liée aux démolitions par UG","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","1825"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceVendu_ug","Vacance liée aux ventes par UG","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","1799"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance MEL - Commerces & Bureaux","Vacance mise en location - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","4644"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance MEL YTD - Commerces & Bureaux","Vacance mise en location cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","4656"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance moins de trois mois","Vacance moins de trois mois","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1916"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance phy commerciale commerces","Vacance phy commerciale commerces","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","3371"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance phy globale commerce","Vacance phy globale commerce","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","3377"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance stratégique - Commerces & Bureaux","Vacance stratégique - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","4665"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance stratégique YTD - Commerces & Bureaux","Vacance stratégique cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","4677"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance Stratégique logement","Vacance Stratégique logement","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1283"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceStrat_ug","Vacance stratégique totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1688"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance technique - Commerces & Bureaux","Vacance technique - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","4695"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","Vacance technique YTD - Commerces & Bureaux","Vacance technique cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","4709"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceTech_ug","Vacance technique totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1714"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","VacanceVolontaireYTD","Vacance Volontaire cumul annuel","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","1851"
"Pilotage Mensuelv3.SemanticModel","Pilotage MensuelV3 - Parent\Pilotage Mensuelv3.SemanticModel\definition\tables\Mesure.tmdl","# CA","# CA","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","87"
